Features,Accuracy
"['close_pc', 'ladder_bottom']",24.4939685135964
"['close_pc', 'long_leader']",40.74831322837865
"['close_pc', 'long_line']",44.244530770803514
"['close_pc', 'marubozu']",24.4939685135964
"['close_pc', 'matching_low']",25.495808628092416
"['close_pc', 'mat_hold']",0.0
"['close_pc', 'morning_doji_star']",24.555305663463503
"['close_pc', 'morning_star']",24.596197096708238
"['close_pc', 'on_neck']",24.555305663463503
"['close_pc', 'piercing']",24.4939685135964
"['close_pc', 'rickshaw_man']",43.38581067266408
"['close_pc', 'rise_fall_three_methods']",46.86158249846657
"['close_pc', 'separating_lines']",46.86158249846657
"['close_pc', 'shooting_star']",24.616642813330607
"['close_pc', 'short_line']",37.27254140257616
"['close_pc', 'spinning_top']",42.56798200776937
"['close_pc', 'stalled_pattern']",24.67797996319771
"['close_pc', 'stick_sandwich']",24.51441423021877
"['close_pc', 'takuri']",27.131465957881822
"['close_pc', 'tasuki_gap']",46.86158249846657
"['close_pc', 'thrusting']",24.4939685135964
"['close_pc', 'tristar']",46.80024534859947
"['close_pc', 'unique_3_river']",24.51441423021877
"['close_pc', 'upside_gap_2_crows']",24.4939685135964
"['close_pc', 'side_gap_3_methods']",46.80024534859947
"['close_pc', 'ad']",39.726027397260275
"['close_pc', 'adosc']",38.090370067470865
"['close_pc', 'obv']",40.56430177877735
"['close_pc', 'adx']",37.06808423635248
"['close_pc', 'ht_trendline']",32.529135146186874
"['close_pc', 'kama']",39.39889593130239
"['close_pc', 'mama']",43.672050705377224
"['close_pc', 'fama']",43.672050705377224
"['close_pc', 'sar']",34.123901042731546
"['close_pc', 'volatility']",33.26518094459211
"['volume_pc', 'vwap_pc']",26.82478020854631
"['volume_pc', 'fracocp']",26.39542015947659
"['volume_pc', 'frachp']",24.96421999591086
"['volume_pc', 'fraclp']",27.41770599059497
"['volume_pc', 'sma_1']",26.763443058679208
"['volume_pc', 'sma_2']",27.867511756287055
"['volume_pc', 'sma_3']",27.41770599059497
"['volume_pc', 'sma_4']",26.865671641791046
"['volume_pc', 'ema_1']",26.39542015947659
"['volume_pc', 'ema_2']",27.295031690860768
"['volume_pc', 'ema_3']",28.276426088734407
"['volume_pc', 'ema_4']",27.31547740748313
"['volume_pc', 'atr']",32.529135146186874
"['volume_pc', 'natr']",32.488243712942136
"['volume_pc', 'tr']",27.458597423839702
"['volume_pc', 'rsi']",27.31547740748313
"['volume_pc', 'slow_k']",26.845225925168677
"['volume_pc', 'slow_d']",27.213248824371295
"['volume_pc', 'three_black_crows']",27.397260273972602
"['volume_pc', 'three_inside']",24.4939685135964
"['volume_pc', 'three_lines']",47.67941116336127
"['volume_pc', 'three_outside']",36.00490697198937
"['volume_pc', 'three_stars']",46.88202821508894
"['volume_pc', 'three_whitesoldiers']",24.473522796974034
"['volume_pc', 'abandoned_baby']",28.05152320588837
"['volume_pc', 'advance_block']",24.4939685135964
"['volume_pc', 'belthold']",28.11286035575547
"['volume_pc', 'breakaway']",24.4939685135964
"['volume_pc', 'closing_marubozu']",27.519934573706806
"['volume_pc', 'conceal_baby']",24.4939685135964
"['volume_pc', 'counterattack']",28.05152320588837
"['volume_pc', 'dark_cloud_cover']",27.356368840727868
"['volume_pc', 'doji']",28.624003271314656
"['volume_pc', 'doji_star']",46.61623389899816
"['volume_pc', 'dragonfly_doji']",30.2392148844817
"['volume_pc', 'engulfing']",24.65753424657534
"['volume_pc', 'evening_doji_star']",46.902473931711306
"['volume_pc', 'evening_star']",46.96381108157841
"['volume_pc', 'gap_side_by_side']",46.86158249846657
"['volume_pc', 'gravestone_doji']",27.397260273972602
"['volume_pc', 'hammer']",44.79656511960744
"['volume_pc', 'hanging_man']",24.902882846043752
"['volume_pc', 'harami']",25.27090574524637
"['volume_pc', 'harami_cross']",46.14598241668371
"['volume_pc', 'high_wave']",45.10325086894296
"['volume_pc', 'hikkake']",28.07196892251073
"['volume_pc', 'homing_pigeon']",24.534859946841138
"['volume_pc', 'identical_three_crows']",46.75935391535474
"['volume_pc', 'in_neck']",47.454508280515235
"['volume_pc', 'inverted_hammer']",29.78940911878961
"['volume_pc', 'kicking']",47.556736863627066
"['volume_pc', 'kicking_by_length']",47.5362911470047
"['volume_pc', 'ladder_bottom']",24.4939685135964
"['volume_pc', 'long_leader']",28.603557554692294
"['volume_pc', 'long_line']",24.902882846043752
"['volume_pc', 'marubozu']",46.16642813330607
"['volume_pc', 'matching_low']",45.859742383970556
"['volume_pc', 'mat_hold']",47.5362911470047
"['volume_pc', 'morning_doji_star']",24.555305663463503
"['volume_pc', 'morning_star']",45.369045185033734
"['volume_pc', 'on_neck']",46.80024534859947
"['volume_pc', 'piercing']",24.51441423021877
"['volume_pc', 'rickshaw_man']",28.726231854426498
"['volume_pc', 'rise_fall_three_methods']",46.86158249846657
"['volume_pc', 'separating_lines']",24.4939685135964
"['volume_pc', 'shooting_star']",24.616642813330607
"['volume_pc', 'short_line']",34.32835820895522
"['volume_pc', 'spinning_top']",43.038233490083826
"['volume_pc', 'stalled_pattern']",24.575751380085872
"['volume_pc', 'stick_sandwich']",46.841136781844206
"['volume_pc', 'takuri']",27.15191167450419
"['volume_pc', 'tasuki_gap']",46.86158249846657
"['volume_pc', 'thrusting']",24.4939685135964
"['volume_pc', 'tristar']",46.80024534859947
"['volume_pc', 'unique_3_river']",24.51441423021877
"['volume_pc', 'upside_gap_2_crows']",46.88202821508894
"['volume_pc', 'side_gap_3_methods']",46.80024534859947
"['volume_pc', 'ad']",35.350644040073604
"['volume_pc', 'adosc']",38.37661010018401
"['volume_pc', 'obv']",36.00490697198937
"['volume_pc', 'adx']",25.516254344714785
"['volume_pc', 'ht_trendline']",28.01063177264363
"['volume_pc', 'kama']",35.984461255367
"['volume_pc', 'mama']",26.538540175833162
"['volume_pc', 'fama']",43.46759353915355
"['volume_pc', 'sar']",27.990186056021265
"['volume_pc', 'volatility']",31.363729298711917
"['vwap_pc', 'fracocp']",49.66264567573093
"['vwap_pc', 'frachp']",30.975260682886933
"['vwap_pc', 'fraclp']",32.73359231241055
"['vwap_pc', 'sma_1']",40.13494172970763
"['vwap_pc', 'sma_2']",33.67409527703946
"['vwap_pc', 'sma_3']",33.93988959313024
"['vwap_pc', 'sma_4']",32.30423226334083
"['vwap_pc', 'ema_1']",41.81149049274177
"['vwap_pc', 'ema_2']",35.49376405643018
"['vwap_pc', 'ema_3']",39.91003884686158
"['vwap_pc', 'ema_4']",36.08668983847883
"['vwap_pc', 'atr']",45.798405234103456
"['vwap_pc', 'natr']",45.4508280515232
"['vwap_pc', 'tr']",27.78572888979759
"['vwap_pc', 'rsi']",38.478838683295855
"['vwap_pc', 'slow_k']",35.94356982212227
"['vwap_pc', 'slow_d']",33.53097526068289
"['vwap_pc', 'three_black_crows']",28.7875690042936
"['vwap_pc', 'three_inside']",46.82069106522184
"['vwap_pc', 'three_lines']",46.922919648333675
"['vwap_pc', 'three_outside']",24.4939685135964
"['vwap_pc', 'three_stars']",24.4939685135964
"['vwap_pc', 'three_whitesoldiers']",24.473522796974034
"['vwap_pc', 'abandoned_baby']",28.255980372112045
"['vwap_pc', 'advance_block']",24.4939685135964
"['vwap_pc', 'belthold']",44.96013085258638
"['vwap_pc', 'breakaway']",24.4939685135964
"['vwap_pc', 'closing_marubozu']",45.69617665099162
"['vwap_pc', 'conceal_baby']",24.4939685135964
"['vwap_pc', 'counterattack']",47.4749539971376
"['vwap_pc', 'dark_cloud_cover']",28.19464322224494
"['vwap_pc', 'doji']",24.4939685135964
"['vwap_pc', 'doji_star']",46.61623389899816
"['vwap_pc', 'dragonfly_doji']",30.893477816397464
"['vwap_pc', 'engulfing']",22.87875690042936
"['vwap_pc', 'evening_doji_star']",46.902473931711306
"['vwap_pc', 'evening_star']",46.96381108157841
