Features,Accuracy
"['volume_pc', 'closing_marubozu']",28.843788437884378
"['volume_pc', 'conceal_baby']",41.53341533415334
"['volume_pc', 'counterattack']",42.701927019270194
"['volume_pc', 'dark_cloud_cover']",39.23739237392374
"['volume_pc', 'doji']",42.68142681426814
"['volume_pc', 'doji_star']",42.61992619926199
"['volume_pc', 'dragonfly_doji']",28.72078720787208
"['volume_pc', 'engulfing']",35.362853628536286
"['volume_pc', 'evening_doji_star']",42.68142681426814
"['volume_pc', 'evening_star']",42.66092660926609
"['volume_pc', 'gap_side_by_side']",44.71094710947109
"['volume_pc', 'gravestone_doji']",41.51291512915129
"['volume_pc', 'hammer']",40.11890118901189
"['volume_pc', 'hanging_man']",28.67978679786798
"['volume_pc', 'harami']",29.991799917999177
"['volume_pc', 'harami_cross']",28.90528905289053
"['volume_pc', 'high_wave']",34.17384173841738
"['volume_pc', 'hikkake']",41.86141861418614
"['volume_pc', 'homing_pigeon']",28.433784337843377
"['volume_pc', 'identical_three_crows']",42.53792537925379
"['volume_pc', 'in_neck']",42.68142681426814
"['volume_pc', 'inverted_hammer']",42.31242312423124
"['volume_pc', 'kicking']",28.51578515785158
"['volume_pc', 'kicking_by_length']",28.51578515785158
"['volume_pc', 'ladder_bottom']",42.025420254202544
"['volume_pc', 'long_leader']",42.68142681426814
"['volume_pc', 'long_line']",28.782287822878228
"['volume_pc', 'marubozu']",39.52439524395244
"['volume_pc', 'matching_low']",42.025420254202544
"['volume_pc', 'mat_hold']",28.51578515785158
"['volume_pc', 'morning_doji_star']",28.51578515785158
"['volume_pc', 'morning_star']",40.63140631406314
"['volume_pc', 'on_neck']",42.68142681426814
"['volume_pc', 'piercing']",28.51578515785158
"['volume_pc', 'rickshaw_man']",39.21689216892169
"['volume_pc', 'rise_fall_three_methods']",42.68142681426814
"['volume_pc', 'separating_lines']",28.53628536285363
"['volume_pc', 'shooting_star']",28.55678556785568
"['volume_pc', 'short_line']",25.153751537515372
"['volume_pc', 'spinning_top']",31.508815088150882
"['volume_pc', 'stalled_pattern']",28.51578515785158
"['volume_pc', 'stick_sandwich']",42.61992619926199
"['volume_pc', 'takuri']",40.73390733907339
"['volume_pc', 'tasuki_gap']",42.66092660926609
"['volume_pc', 'thrusting']",28.49528495284953
"['volume_pc', 'tristar']",28.49528495284953
"['volume_pc', 'unique_3_river']",28.53628536285363
"['volume_pc', 'upside_gap_2_crows']",41.53341533415334
"['volume_pc', 'side_gap_3_methods']",42.66092660926609
"['volume_pc', 'ad']",34.29684296842969
"['volume_pc', 'adosc']",40.959409594095945
"['volume_pc', 'obv']",30.66830668306683
"['volume_pc', 'adx']",37.45387453874539
"['volume_pc', 'ht_trendline']",32.369823698236985
"['volume_pc', 'kama']",42.33292332923329
"['volume_pc', 'mama']",39.134891348913484
"['volume_pc', 'fama']",39.23739237392374
"['volume_pc', 'sar']",30.75030750307503
"['volume_pc', 'volatility']",41.53341533415334
"['vwap_pc', 'fracocp']",25.19475194751947
"['vwap_pc', 'frachp']",32.06232062320623
"['vwap_pc', 'fraclp']",31.939319393193934
"['vwap_pc', 'sma_1']",44.81344813448134
"['vwap_pc', 'sma_2']",42.53792537925379
"['vwap_pc', 'sma_3']",41.16441164411644
"['vwap_pc', 'sma_4']",37.22837228372284
"['vwap_pc', 'ema_1']",47.601476014760145
"['vwap_pc', 'ema_2']",27.552275522755227
"['vwap_pc', 'ema_3']",43.33743337433374
"['vwap_pc', 'ema_4']",40.71340713407134
"['vwap_pc', 'atr']",24.846248462484624
"['vwap_pc', 'natr']",40.79540795407954
"['vwap_pc', 'tr']",27.347273472734727
"['vwap_pc', 'rsi']",42.0869208692087
"['vwap_pc', 'slow_k']",33.41533415334153
"['vwap_pc', 'slow_d']",34.29684296842969
"['vwap_pc', 'three_black_crows']",28.782287822878228
"['vwap_pc', 'three_inside']",42.94792947929479
"['vwap_pc', 'three_lines']",42.76342763427634
"['vwap_pc', 'three_outside']",42.435424354243544
"['vwap_pc', 'three_stars']",42.94792947929479
"['vwap_pc', 'three_whitesoldiers']",42.64042640426404
"['vwap_pc', 'abandoned_baby']",28.761787617876177
"['vwap_pc', 'advance_block']",42.33292332923329
"['vwap_pc', 'belthold']",41.779417794177945
"['vwap_pc', 'breakaway']",28.24928249282493
"['vwap_pc', 'closing_marubozu']",42.025420254202544
"['vwap_pc', 'conceal_baby']",0.0
"['vwap_pc', 'counterattack']",28.823288232882327
"['vwap_pc', 'dark_cloud_cover']",28.823288232882327
"['vwap_pc', 'doji']",35.239852398523986
"['vwap_pc', 'doji_star']",42.61992619926199
"['vwap_pc', 'dragonfly_doji']",41.71791717917179
"['vwap_pc', 'engulfing']",24.477244772447722
"['vwap_pc', 'evening_doji_star']",28.65928659286593
"['vwap_pc', 'evening_star']",28.700287002870027
"['vwap_pc', 'gap_side_by_side']",28.61828618286183
"['vwap_pc', 'gravestone_doji']",28.925789257892582
"['vwap_pc', 'hammer']",28.761787617876177
"['vwap_pc', 'hanging_man']",30.03280032800328
"['vwap_pc', 'harami']",41.86141861418614
"['vwap_pc', 'harami_cross']",28.413284132841326
"['vwap_pc', 'high_wave']",41.348913489134894
"['vwap_pc', 'hikkake']",31.18081180811808
"['vwap_pc', 'homing_pigeon']",42.4969249692497
"['vwap_pc', 'identical_three_crows']",28.761787617876177
"['vwap_pc', 'in_neck']",28.761787617876177
"['vwap_pc', 'inverted_hammer']",28.90528905289053
"['vwap_pc', 'kicking']",42.701927019270194
"['vwap_pc', 'kicking_by_length']",42.701927019270194
"['vwap_pc', 'ladder_bottom']",28.228782287822877
"['vwap_pc', 'long_leader']",28.33128331283313
"['vwap_pc', 'long_line']",29.04879048790488
"['vwap_pc', 'marubozu']",42.10742107421074
"['vwap_pc', 'matching_low']",28.94628946289463
"['vwap_pc', 'mat_hold']",42.68142681426814
"['vwap_pc', 'morning_doji_star']",42.66092660926609
"['vwap_pc', 'morning_star']",27.818778187781877
"['vwap_pc', 'on_neck']",28.761787617876177
"['vwap_pc', 'piercing']",42.66092660926609
"['vwap_pc', 'rickshaw_man']",28.63878638786388
"['vwap_pc', 'rise_fall_three_methods']",28.761787617876177
"['vwap_pc', 'separating_lines']",42.72242722427224
"['vwap_pc', 'shooting_star']",42.14842148421484
"['vwap_pc', 'short_line']",31.098810988109882
"['vwap_pc', 'spinning_top']",39.66789667896679
"['vwap_pc', 'stalled_pattern']",42.701927019270194
"['vwap_pc', 'stick_sandwich']",28.74128741287413
"['vwap_pc', 'takuri']",28.49528495284953
"['vwap_pc', 'tasuki_gap']",42.66092660926609
"['vwap_pc', 'thrusting']",42.64042640426404
"['vwap_pc', 'tristar']",42.476424764247646
"['vwap_pc', 'unique_3_river']",42.701927019270194
"['vwap_pc', 'upside_gap_2_crows']",42.94792947929479
"['vwap_pc', 'side_gap_3_methods']",42.66092660926609
"['vwap_pc', 'ad']",29.21279212792128
"['vwap_pc', 'adosc']",28.925789257892582
"['vwap_pc', 'obv']",41.28741287412874
"['vwap_pc', 'adx']",34.64534645346454
"['vwap_pc', 'ht_trendline']",27.531775317753176
"['vwap_pc', 'kama']",43.62443624436244
